aid	deepl_title
120496	Effort is too great
120497	"""A diamond in the rough"": Italy's cultural capital Matera"
120498	Pharmaceuticals could become scarce after Brexit
120499	"""Our children die a second time"""
120500	Ott and Börschel - The former untouchables
120501	Another Bayern role for Ribéry after career end?
120503	Cologne's economy looks to the new year with concern
120504	Body of missing Cologne woman discovered in Australia
120505	The British are failing themselves
120506	Oscars without a host? Who will do the job?
120507	Häfner returns to the DHB team
120508	VfB Stuttgart builds on further new acquisitions
120509	German financial assets exceed six trillion euros for the first time
120510	Al Shabaab terrorist group kills 14 people in Nairobi
120511	McEnroe predicts next big step for Zverev
120512	Great tip against the winter blues in Oberbergisch
120515	German handball players proud after World Cup thriller
120518	460 mobile stations possible in the Rhineland - 100 in Cologne
120519	Do you have to give your private cell phone number at work?
120520	Fortuna Cologne signs Joel Abu Hanna
120521	German savers lose 40 billion euros
120522	Fraudster pretends to be a doctor - hundreds of euros stolen from senior citizen
120523	When things get colorful in the city
120524	How furniture helps clean up
120525	Economy worried after No to Brexit agreement
120526	Small settlement in Cologne-Weidenpesch gradually decaying
120527	That's how harmful just two joints are for teens
120528	New Cranberries song one year after singer's death
120529	"DEB boss Reindl also criticizes ARD and ZDF: ""Opportunity missed""."
120530	Schindler to play for 1. FC Köln in summer
120531	Police looking for 21-year-old after homicide
120532	Schempp with weak form will probably miss Antholz as well
120533	Hoffenheim coach Nagelsmann is a handball fan
120534	Family must sit on dirty floor in plane
120535	Renovation of Düsseldorf Opera House would cost 86 million
120536	Gillette takes a stand against sexism - heated debate ensues
120537	Kerber continues at Australian Open on her birthday
120538	Cultural association presents outlook for 2019 in Darmstadt
120540	"Nagelsmann: Not surrendered ""when the red bus comes in""."
120541	Nitrogen dioxide pollution declining on many roads
120542	City of Cologne stops brothel next to the cathedral provostry
120543	Dead woman found: Husband arrested
120544	"The new book ""Kölsch - Portrait of a language""."
120545	German handball aces inspire at World Cup
120546	1st FC Cologne defeated by RCD Mallorca on Geis debut
120547	Court proposes termination of the trial
120548	14 residential units are being built on the Kruggenberg with a distant view of Bliesheim
120549	Kerber celebrates anniversary victory at Australian Open
120550	German Bread Institute tries its hand - praise for ingredients
120551	Dispute between families escalates before district court
120552	"Bayern coach Kovac on James: ""He is playing for his future""."
120553	Police crack down on Ku Klux Klan nationwide
120554	Police identify suspect with his Instagram picture
120555	District Administrator: Ruhpolding decides on Biathlon World Cup
120556	Three seriously injured in collision in Zülpich
120557	Carnival prince with squeaking duck with the pope
120558	Glyphosate: EU Parliament calls for better pesticide controls
120559	Berlin art students show their works in the Erholungshaus
120560	Two unknown men threaten employees with firearm
120561	Thieves steal bicycle and camera from parked car
120562	Bayern as expected without Robben and Ribéry against Hoffenheim
120563	Mirjam Pressler is dead
120565	Mirjam Pressler died
120566	What is behind the mysterious disease fibromyalgia?
120567	Gelsenkirchen court confirms lifting of deportation ban
120568	Snack bar owner allegedly delivered drugs in pizza boxes
120569	"Raid against ""Ku Klux Klan Germany"" also in the Oberberg area"
120570	Whatsapp to become chargeable - what's behind it
120571	Sharks forward Pinizzotto eagerly awaits his comeback
120572	How companies best deal with troublemakers
120573	Tourists annoy animals on Australian island
120574	When wine was still grown in Keldenich
120575	Who will be the athlete of the year 2018 in Rhein-Berg?
120576	Cologne man preys on more than 30,000 euros as a false heating meter reader
120578	Avoid metropolitan centers after unrest in Zimbabwe
120580	Berlin fashion week brings white terrier big time
120581	Ghosn affair: Paris sends delegation to Japan
120582	Parents of sick children deliberately decided against vaccination
120583	When is a man a man?
120584	"Lahm is looking forward to the second half of the season: ""Nice starting position""."
120585	Love Parade trial heads for closure
120586	The great handball dream lives on
120587	Interview with Leverkusen composer York Höller
120588	14-year-old schoolgirl hit by car - woman takes off after first aid
120589	Young people with their own ideas for redesign
120592	14-year-old attacks police officers with bolt cutters
120594	DHB team draws new energy from draw against France
120595	Nümbrechter Institute for World Food wants to be combative
120596	"""FC will move up"""
120598	These plans have the administration with the Cologne Old Town
120599	Fight at work over a woman
120600	"""Already there is snow in the Alps"""
120601	Companies launch real estate portal for Cologne-Bonn region
120602	Trump's attorney general nominee: there's no 'witch hunt'
120603	Large damage after fire in Wiedenest residential house
120605	Katharina Hamma sues the Cologne trade fair company
120606	South Korea into round of 16 at Asian Cup without dropping a point
120607	Staying careful even with routine diabetes
120608	German government pledges billions to coal states for structural change
120609	"""Would have liked a little more result""."
120611	Search operation in Meschede: child's bicycle discovered on Ruhr bank
120612	An artistic tour of the Belgian Quarter
120614	Cologne medical students demand better conditions
120616	Proceedings initiated on suspicion of involuntary manslaughter
120617	DRK contradicts police account
120618	Tsipras wins vote of confidence in parliament
120619	Altético surprisingly eliminated from Spanish Cup
120620	After Brexit debacle: Theresa May survives vote of no confidence
120621	Spain qualifies for the main round of the World Handball Championship
120622	How tidying up makes you happy - and when it becomes a compulsion
120623	Major companies want to combat plastic waste
120624	Fatal highway accident: Gaffers open door of ambulance
120625	Alleged US soldier wanted to rob women of their money
120627	Covestro joins alliance against plastic waste in the sea
120628	Budget reorganization plan is approved
120629	Children learn what should be on the table
120630	The documenta as a permanent exhibition
120631	Mirjam Pressler has died
120633	Second-round check: Broad chest or fear in the neck?
120634	The starting position of the DHB team before the preliminary round final
120635	"Ilgner: ""Far from saying everything is good with it""."
120636	Ex-FIFA ethics judge criticizes Infantino's Qatar plan
120637	Hard Brexit would hit NRW in particular
120638	Dahlmeier immediately in focus again on return to Ruhpolding
120639	Plans for industrial park downgraded - city's actions criticized
120640	What many do wrong when eating bananas
120641	Parked cars on the B506 in Bechen cause trouble
120642	Garden show money still lasts two years - loss despite visitor record
120643	Companies in the Rhein-Sieg district fear severe consequences
120644	Skiers at the Lake Lucerne ski to the slopes
120645	How Domenico exposes the laws of reality TV
120646	Bells in Gummersbach silent for a good two years
120647	Verdicts expected in trial of student beaten to death
120648	Abandoned bicycle on the bank of the Ruhr triggers search operation
120649	German arms exports slump by almost a quarter
120650	Brühlers continue to wait for the lanes of line 18
120651	Suspended sentence after attack on police officer
120652	Crisis at Deutsche Bahn: Group management again to report to Scheuer
120653	"""Scope of delivery to the UK considerable"""
120654	Siegemund eliminated: Kerber last German
120655	Ex-Judo champion replaces Christian Metze as e-regio boss
120656	Steffi Graf: Serena Williams can break Grand Slam record
120657	It gets crowded at the bus stop after school ends
120658	Christian Lindner outraged by Hartz IV recipients
120659	Ernst von Siemens Music Award to Rebecca Saunders
120660	Maria Furtwängler sleeps badly after psychological thrillers
120661	Do Cologne council politicians get too little money?
120662	Administration implements transport projects far too slowly
120663	Number of Reich Citizens in NRW Continues to Rise
120664	Jana Ina Zarrella: There's no screaming at our house
120665	Pink Floyd show attracts many fans: Final spurt in Dortmund
120666	The comic character Popeye turns 90
120667	More places for the youngest
120668	Turning maneuvers of helicopter parents cause traffic jam
120669	Association cares for all citizens
120670	Autonomous center remains until the end of the year
120671	Views full of contrasts
120672	With concentrated power on the slopes
