aid	deepl_title
130771	Conservation advisory board rejects parking plan
130772	3000 Frecheners against demolition
130774	Odenthal rejects regulations for front gardens
130775	Swing bridge at Deutz harbor closed
130777	Helene Fischer receives threatening emails from right-wing extremists
130778	Officers with special dog to control certain area
130779	Singers from Oberberg sing for the Pope
130780	Defendant allegedly exposed himself in front of senior citizen in Leverkusen
130781	Resistance to Trump's course in the U.S. Senate
130783	Flight recorders to be brought to France on Thursday
130784	Greta Thunberg nominated for Nobel Peace Prize
130785	Bundestag passes law for faster medical appointments
130786	Woman and dog run over by train in Bavaria
130788	Denzel Washington takes aim at cop thriller
130789	Rhine-Erft district wants to widen Bonnstrasse near Pulheim
130790	Idea of the emergency box presented in Lohmar and Troisdorf
130791	Often ambiguous, in between clamorous
130793	German smuggles rare turtles as chocolate sweetmeats
130794	Moritz Bleibtreu shoots first own film
130795	Forester stops Boris Becker in the middle of the forest
130796	Four robbers attack jewelry store in Cologne-Mülheim
130797	35-year-old Cologne resident worked for years as a lawyer - without studying
130798	SPD wants information about site on Ammerstrasse
130799	Two men rob kiosk in Cologne-Lind - search for witnesses
130800	If these 3 things are true, your Internet connection is too slow
130801	If only the Queen can end the drama
130802	The best job in the world is advertised in Sweden
130803	"Klopp: ""great night"" - No ""need"" for Bayern job"
130804	Second World War II bomb also defused in Duisburg
130806	Selke against BVB again an option at Hertha
130808	Engine manufacturer Deutz continues upward trend
130809	Merkel traffic summit seeks means against driving bans
130811	Proposals for new residential land in Kürten meet with criticism
130812	Bayern's early failure could become the norm
130813	Police checks motorists - with frightening results
130814	Police expect several thousand participants at school strike in Cologne
130815	Leverkusen district hunters' association wants to prevent outbreak of the virus
130816	Burning stork nest paralyzes half the village
130817	Boy jumps into bushes and dies
130818	BVB without Witsel against Hertha
130819	Ensemble Triologie demonstrated the diversity of the mandolin
130820	Fire department action at the Cologne cable car canceled
130821	Cryptic tweet from French general staff causes confusion
130822	"""You can't be callous towards Cologne""."
130823	Senior woman kicks out alleged public utility employee
130824	Cyclist flees after accident on the Balkantrasse in Leverkusen
130825	Number of victims in Lügde case rises again
130826	36 exhibitors at arts and crafts market in Cologne-Ehrenfeld
130827	RB coach Rangnick expects Schalke to react
130829	Krefeld Bauhaus villas in new splendor
130830	The German debacle: Bundesliga against Premier League 0:3
130831	99-year-old smoker burns on balcony
130832	Scooter rider from Euskirchen collides with car
130833	Bayer professional Dragovic hints at departure
130834	This coalition is better than its reputation
130835	Those who manage this number of push-ups are less likely to have a heart attack
130836	How Moritz Müller explains his fist fight
130837	Active vacation program for Cologne schoolchildren
130838	France's west coast is threatened by an oil spill
130839	Operation could have severe consequences for Cologne police officers
130840	"Payment freeze for refurbishment of the ""Gorch Fock"" is lifted"
130841	The causes of the global antibiotics crisis
130842	Cologne District Savings Bank to close 27 branches soon
130843	Christian Osebold celebrates busy anniversary
130844	Lidl recalls this raw milk cheese
130845	Gummersbach woman collides head-on with car transporter
130846	Planning to Klause is postponed for protected species
130847	Thanks to tablets, school network collapses in Cologne-Müngersdorf
130848	Pastor Kai Berger leaves Marienheide
130849	So curiously Bergneustadt explains itself to the pupil demos
130850	"Serious accusations against the head of the ""Camping Investigation Commission"
130851	Doubts about estimated construction costs for Cologne cable car idea
130852	The Wipperfürth market place through the ages
130853	Man loses control of car and drives into the river Sülz
130854	Bergisch bicycle bus starts its third season
130856	RWE flexes its muscles vis-à-vis the government
130857	Life expectancy of poorer people still lower
130858	Gündogan leaves Manchester City future open for now
130859	"""Barack Obama is deeply relaxed"""
130860	Schalke 04 parts ways with coach Domenico Tedesco
130862	Owner charged with involuntary manslaughter
130863	Concern about Jan Hofer - Moderator reports via Twitter
130864	Body discovered near Meldorf
130865	The days of the bank branch are numbered
130866	"""Harry Potter"" star sits in wheelchair waiting for surgery"
130867	Frankfurt celebrates magical night at Inter Milan
130868	Feast for gardeners and gourmets
130869	A journey through the magical world
130870	Great feelings with the man at the piano
130871	All Bauhaus, or what?
130872	Thomas Kessler on his role as substitute keeper and the FC
130873	"""No one in the country should go to a mosque now""."
130874	What are the police allowed to do - and what are they not allowed to do?
130875	"""Get out of the woods!"""
130876	City wants to open Gladbach city permanently for cyclists
130877	Roads in Bad Münstereifel are being rehabilitated
130878	Only when it becomes cozy, stalls are to be set up
130879	Many fourth graders move away from Engelskirchen
130880	More and more tourists come but skilled personnel is missing
130881	Bielefeld main station to be closed: Longer travel times
130882	Digital school between aspiration and reality
130884	Worldwide climate rallies planned in over 1650 cities
130885	Erich-Kästner-Schule to use the property
130886	New farm store opened in Lohmar
130887	Artists doubt urgency of forced eviction
130888	Further struggle for City C in Leverkusen
130889	Telenotarzt system in operation for two years in the Euskirchen district
130890	1000 starters at Cologne running classic in the Forstbotanischer Garten
130891	SEK arrests five suspected rockers - one in Cologne
130893	Hundreds of thousands of young people demonstrate worldwide for the climate
130894	Solid start for Kaymer at Players Championship
130895	Schalke supervisory board chief regrets separation from Tedesco
130896	A4 towards Olpe closed due to truck fire: Duration still unclear
130897	Specialist forum of circus pedagogy takes place in Cologne
130898	"World protest day ""Fridays for Future"" with Rose Monday float"
130899	Man tries to break into woman's car
130900	Hamilton and Mercedes dominate Melbourne practice
130901	Apple rejects competition allegations from Spotify
130902	Frankfurt threatens fan exclusion in Europa League
130903	10,000 people demonstrate in Cologne for climate protection
130904	Kramp-Karrenbauer's popularity plummeted
130905	Bicycle bus now also runs from Gladbach
130906	Picture Book Museum Wissem celebrates return of Janosch collection
130907	CDU is in favor of establishing a nursing school in Euskirchen
130908	Conservationists in Erftstadt have a lot of work with toad migration
130909	The village community Berghausen has big plans
130910	Fake policemen and grandson trick scammers bag 14 million
130911	Coalition agrees roadmap for climate protection and mobility
130912	Anis Amri probably planned further attacks in Berlin
130913	China's People's Congress promises opening by law
130914	Did 23-year-old pay for smartphone with counterfeit money?
130915	From the screen to the stage
130916	Little polar bear lady may go outdoors for the first time in public
130917	Jussie Smollett Pleads Not Guilty
130919	31 prisoners died behind bars in NRW in 2018
130920	Woman seriously injured in accident in Elsdorf
130921	Police forbids man from Wachtberg to enter apartment
130922	9 questions that only professional tourists can answer
130925	German winemakers discover foreign countries as a lucrative sales market
130926	Zidane starts rebuilding the royals
130928	Police free two-year-old left alone from apartment
130929	Sammer criticizes Löw decision
130930	"""When D-day came, we had to function""."
130931	Construction of refugee accommodation on Sandstraße begins
130932	Wuppertal public prosecutor's office evacuated because of suspicious package
130934	Niederpleiser forest remains closed for the time being
130935	Brexit postponement short or long?
130936	New lights in Gladbach come later than planned
130937	Butterfly garden in Ahrhütte opens again for visitors
130938	Elsdorf spring market takes place again
130940	Anno-Gymnasium in Siegburg offers the language soon
